ReportDt|Unit|Power
9/30/2023 12:00:00 AM|Perry 1|100
9/30/2023 12:00:00 AM|Point Beach 1|93
9/30/2023 12:00:00 AM|Point Beach 2|100
9/30/2023 12:00:00 AM|Prairie Island 1|100
9/30/2023 12:00:00 AM|Prairie Island 2|92
9/30/2023 12:00:00 AM|Quad Cities 1|100
9/30/2023 12:00:00 AM|Quad Cities 2|100
9/30/2023 12:00:00 AM|River Bend Station 1|100
9/30/2023 12:00:00 AM|Robinson 2|100
9/30/2023 12:00:00 AM|Saint Lucie 1|100
9/30/2023 12:00:00 AM|Saint Lucie 2|100
9/30/2023 12:00:00 AM|Salem 1|84
9/30/2023 12:00:00 AM|Salem 2|100
9/30/2023 12:00:00 AM|Seabrook 1|100
9/30/2023 12:00:00 AM|Sequoyah 1|100
9/30/2023 12:00:00 AM|Sequoyah 2|100
9/30/2023 12:00:00 AM|South Texas 1|100
9/30/2023 12:00:00 AM|South Texas 2|100
9/30/2023 12:00:00 AM|Summer|100
9/30/2023 12:00:00 AM|Surry 1|100
9/30/2023 12:00:00 AM|Surry 2|100
9/30/2023 12:00:00 AM|Susquehanna 1|100
9/30/2023 12:00:00 AM|Susquehanna 2|100
9/30/2023 12:00:00 AM|Turkey Point 3|100
9/30/2023 12:00:00 AM|Turkey Point 4|0
9/30/2023 12:00:00 AM|Vogtle 1|100
9/30/2023 12:00:00 AM|Vogtle 2|0
9/30/2023 12:00:00 AM|Vogtle 3|100
9/30/2023 12:00:00 AM|Vogtle 4|0
9/30/2023 12:00:00 AM|Waterford 3|100
9/30/2023 12:00:00 AM|Watts Bar 1|100
9/30/2023 12:00:00 AM|Watts Bar 2|100
9/30/2023 12:00:00 AM|Wolf Creek 1|100
9/29/2023 12:00:00 AM|Arkansas Nuclear 1|100
9/29/2023 12:00:00 AM|Arkansas Nuclear 2|100
9/29/2023 12:00:00 AM|Beaver Valley 1|100
9/29/2023 12:00:00 AM|Beaver Valley 2|100
9/29/2023 12:00:00 AM|Braidwood 1|100
9/29/2023 12:00:00 AM|Braidwood 2|100
9/29/2023 12:00:00 AM|Browns Ferry 1|100
9/29/2023 12:00:00 AM|Browns Ferry 2|100
9/29/2023 12:00:00 AM|Browns Ferry 3|100
9/29/2023 12:00:00 AM|Brunswick 1|100
9/29/2023 12:00:00 AM|Brunswick 2|100
9/29/2023 12:00:00 AM|Byron 1|100
9/29/2023 12:00:00 AM|Byron 2|96
9/29/2023 12:00:00 AM|Callaway|100
9/29/2023 12:00:00 AM|Calvert Cliffs 1|100
9/29/2023 12:00:00 AM|Calvert Cliffs 2|100
9/29/2023 12:00:00 AM|Catawba 1|100
9/29/2023 12:00:00 AM|Catawba 2|100
9/29/2023 12:00:00 AM|Clinton|0
9/29/2023 12:00:00 AM|Columbia Generating Station|100
9/29/2023 12:00:00 AM|Comanche Peak 1|100
9/29/2023 12:00:00 AM|Comanche Peak 2|100
9/29/2023 12:00:00 AM|Cooper|100
9/29/2023 12:00:00 AM|D.C. Cook 1|100
9/29/2023 12:00:00 AM|D.C. Cook 2|100
9/29/2023 12:00:00 AM|Davis-Besse|100
9/29/2023 12:00:00 AM|Diablo Canyon 1|87
9/29/2023 12:00:00 AM|Diablo Canyon 2|100
9/29/2023 12:00:00 AM|Dresden 2|91
9/29/2023 12:00:00 AM|Dresden 3|100
9/29/2023 12:00:00 AM|Farley 1|100
9/29/2023 12:00:00 AM|Farley 2|96
9/29/2023 12:00:00 AM|Fermi 2|100
9/29/2023 12:00:00 AM|FitzPatrick|100
9/29/2023 12:00:00 AM|Ginna|100
9/29/2023 12:00:00 AM|Grand Gulf 1|100
9/29/2023 12:00:00 AM|Harris 1|100
9/29/2023 12:00:00 AM|Hatch 1|100
9/29/2023 12:00:00 AM|Hatch 2|100
9/29/2023 12:00:00 AM|Hope Creek 1|100
9/29/2023 12:00:00 AM|LaSalle 1|100
9/29/2023 12:00:00 AM|LaSalle 2|100
9/29/2023 12:00:00 AM|Limerick 1|100
9/29/2023 12:00:00 AM|Limerick 2|100
9/29/2023 12:00:00 AM|McGuire 1|0
9/29/2023 12:00:00 AM|McGuire 2|100
9/29/2023 12:00:00 AM|Millstone 2|69
9/29/2023 12:00:00 AM|Millstone 3|100
9/29/2023 12:00:00 AM|Monticello|0
9/29/2023 12:00:00 AM|Nine Mile Point 1|100
9/29/2023 12:00:00 AM|Nine Mile Point 2|97
9/29/2023 12:00:00 AM|North Anna 1|99
9/29/2023 12:00:00 AM|North Anna 2|0
9/29/2023 12:00:00 AM|Oconee 1|100
9/29/2023 12:00:00 AM|Oconee 2|100
9/29/2023 12:00:00 AM|Oconee 3|100
9/29/2023 12:00:00 AM|Palo Verde 1|100
9/29/2023 12:00:00 AM|Palo Verde 2|100
9/29/2023 12:00:00 AM|Palo Verde 3|100
9/29/2023 12:00:00 AM|Peach Bottom 2|100
9/29/2023 12:00:00 AM|Peach Bottom 3|83
9/29/2023 12:00:00 AM|Perry 1|100
9/29/2023 12:00:00 AM|Point Beach 1|94
9/29/2023 12:00:00 AM|Point Beach 2|100
9/29/2023 12:00:00 AM|Prairie Island 1|100
9/29/2023 12:00:00 AM|Prairie Island 2|93
9/29/2023 12:00:00 AM|Quad Cities 1|87
9/29/2023 12:00:00 AM|Quad Cities 2|100
9/29/2023 12:00:00 AM|River Bend Station 1|100
9/29/2023 12:00:00 AM|Robinson 2|100
9/29/2023 12:00:00 AM|Saint Lucie 1|100
9/29/2023 12:00:00 AM|Saint Lucie 2|100
9/29/2023 12:00:00 AM|Salem 1|85
9/29/2023 12:00:00 AM|Salem 2|100
9/29/2023 12:00:00 AM|Seabrook 1|100
9/29/2023 12:00:00 AM|Sequoyah 1|100
9/29/2023 12:00:00 AM|Sequoyah 2|100
9/29/2023 12:00:00 AM|South Texas 1|100
9/29/2023 12:00:00 AM|South Texas 2|100
9/29/2023 12:00:00 AM|Summer|100
9/29/2023 12:00:00 AM|Surry 1|100
9/29/2023 12:00:00 AM|Surry 2|100
9/29/2023 12:00:00 AM|Susquehanna 1|100
9/29/2023 12:00:00 AM|Susquehanna 2|100
9/29/2023 12:00:00 AM|Turkey Point 3|100
9/29/2023 12:00:00 AM|Turkey Point 4|50
9/29/2023 12:00:00 AM|Vogtle 1|100
9/29/2023 12:00:00 AM|Vogtle 2|0
9/29/2023 12:00:00 AM|Vogtle 3|100
9/29/2023 12:00:00 AM|Vogtle 4|0
9/29/2023 12:00:00 AM|Waterford 3|100
9/29/2023 12:00:00 AM|Watts Bar 1|100
9/29/2023 12:00:00 AM|Watts Bar 2|100
9/29/2023 12:00:00 AM|Wolf Creek 1|100
9/28/2023 12:00:00 AM|Arkansas Nuclear 1|100
9/28/2023 12:00:00 AM|Arkansas Nuclear 2|100
9/28/2023 12:00:00 AM|Beaver Valley 1|100
9/28/2023 12:00:00 AM|Beaver Valley 2|100
9/28/2023 12:00:00 AM|Braidwood 1|100
9/28/2023 12:00:00 AM|Braidwood 2|100
9/28/2023 12:00:00 AM|Browns Ferry 1|100
9/28/2023 12:00:00 AM|Browns Ferry 2|100
9/28/2023 12:00:00 AM|Browns Ferry 3|100
9/28/2023 12:00:00 AM|Brunswick 1|100
9/28/2023 12:00:00 AM|Brunswick 2|100
9/28/2023 12:00:00 AM|Byron 1|100
9/28/2023 12:00:00 AM|Byron 2|97
9/28/2023 12:00:00 AM|Callaway|100
9/28/2023 12:00:00 AM|Calvert Cliffs 1|100
9/28/2023 12:00:00 AM|Calvert Cliffs 2|100
9/28/2023 12:00:00 AM|Catawba 1|100
9/28/2023 12:00:00 AM|Catawba 2|100
9/28/2023 12:00:00 AM|Clinton|0
9/28/2023 12:00:00 AM|Columbia Generating Station|100
9/28/2023 12:00:00 AM|Comanche Peak 1|100
9/28/2023 12:00:00 AM|Comanche Peak 2|100
9/28/2023 12:00:00 AM|Cooper|100
9/28/2023 12:00:00 AM|D.C. Cook 1|100
9/28/2023 12:00:00 AM|D.C. Cook 2|100
9/28/2023 12:00:00 AM|Davis-Besse|100
9/28/2023 12:00:00 AM|Diablo Canyon 1|87
9/28/2023 12:00:00 AM|Diablo Canyon 2|100
9/28/2023 12:00:00 AM|Dresden 2|92
9/28/2023 12:00:00 AM|Dresden 3|100
9/28/2023 12:00:00 AM|Farley 1|100
9/28/2023 12:00:00 AM|Farley 2|97
9/28/2023 12:00:00 AM|Fermi 2|100
9/28/2023 12:00:00 AM|FitzPatrick|100
9/28/2023 12:00:00 AM|Ginna|100
9/28/2023 12:00:00 AM|Grand Gulf 1|100
9/28/2023 12:00:00 AM|Harris 1|100
9/28/2023 12:00:00 AM|Hatch 1|100
9/28/2023 12:00:00 AM|Hatch 2|100
9/28/2023 12:00:00 AM|Hope Creek 1|100
9/28/2023 12:00:00 AM|LaSalle 1|100
9/28/2023 12:00:00 AM|LaSalle 2|100
9/28/2023 12:00:00 AM|Limerick 1|100
9/28/2023 12:00:00 AM|Limerick 2|100
9/28/2023 12:00:00 AM|McGuire 1|0
9/28/2023 12:00:00 AM|McGuire 2|100
9/28/2023 12:00:00 AM|Millstone 2|69
9/28/2023 12:00:00 AM|Millstone 3|100
9/28/2023 12:00:00 AM|Monticello|0
9/28/2023 12:00:00 AM|Nine Mile Point 1|100
9/28/2023 12:00:00 AM|Nine Mile Point 2|100
9/28/2023 12:00:00 AM|North Anna 1|98
9/28/2023 12:00:00 AM|North Anna 2|0
9/28/2023 12:00:00 AM|Oconee 1|100
9/28/2023 12:00:00 AM|Oconee 2|100
9/28/2023 12:00:00 AM|Oconee 3|100
9/28/2023 12:00:00 AM|Palo Verde 1|98
9/28/2023 12:00:00 AM|Palo Verde 2|100
9/28/2023 12:00:00 AM|Palo Verde 3|100
9/28/2023 12:00:00 AM|Peach Bottom 2|100
9/28/2023 12:00:00 AM|Peach Bottom 3|83
9/28/2023 12:00:00 AM|Perry 1|100
9/28/2023 12:00:00 AM|Point Beach 1|95
9/28/2023 12:00:00 AM|Point Beach 2|100
9/28/2023 12:00:00 AM|Prairie Island 1|100
9/28/2023 12:00:00 AM|Prairie Island 2|93
9/28/2023 12:00:00 AM|Quad Cities 1|100
9/28/2023 12:00:00 AM|Quad Cities 2|100
9/28/2023 12:00:00 AM|River Bend Station 1|100
9/28/2023 12:00:00 AM|Robinson 2|100
9/28/2023 12:00:00 AM|Saint Lucie 1|100
9/28/2023 12:00:00 AM|Saint Lucie 2|100
9/28/2023 12:00:00 AM|Salem 1|85
9/28/2023 12:00:00 AM|Salem 2|100
9/28/2023 12:00:00 AM|Seabrook 1|100
9/28/2023 12:00:00 AM|Sequoyah 1|100
9/28/2023 12:00:00 AM|Sequoyah 2|100
9/28/2023 12:00:00 AM|South Texas 1|100
9/28/2023 12:00:00 AM|South Texas 2|100
9/28/2023 12:00:00 AM|Summer|100
9/28/2023 12:00:00 AM|Surry 1|100
9/28/2023 12:00:00 AM|Surry 2|100
9/28/2023 12:00:00 AM|Susquehanna 1|100
9/28/2023 12:00:00 AM|Susquehanna 2|100
9/28/2023 12:00:00 AM|Turkey Point 3|100
9/28/2023 12:00:00 AM|Turkey Point 4|94
9/28/2023 12:00:00 AM|Vogtle 1|100
9/28/2023 12:00:00 AM|Vogtle 2|0
9/28/2023 12:00:00 AM|Vogtle 3|100
9/28/2023 12:00:00 AM|Vogtle 4|0
9/28/2023 12:00:00 AM|Waterford 3|100
9/28/2023 12:00:00 AM|Watts Bar 1|100
9/28/2023 12:00:00 AM|Watts Bar 2|100
9/28/2023 12:00:00 AM|Wolf Creek 1|100
9/27/2023 12:00:00 AM|Arkansas Nuclear 1|100
9/27/2023 12:00:00 AM|Arkansas Nuclear 2|100
9/27/2023 12:00:00 AM|Beaver Valley 1|100
9/27/2023 12:00:00 AM|Beaver Valley 2|100
9/27/2023 12:00:00 AM|Braidwood 1|100
9/27/2023 12:00:00 AM|Braidwood 2|100
9/27/2023 12:00:00 AM|Browns Ferry 1|100
9/27/2023 12:00:00 AM|Browns Ferry 2|100
9/27/2023 12:00:00 AM|Browns Ferry 3|100
9/27/2023 12:00:00 AM|Brunswick 1|100
9/27/2023 12:00:00 AM|Brunswick 2|100
9/27/2023 12:00:00 AM|Byron 1|100
9/27/2023 12:00:00 AM|Byron 2|97
9/27/2023 12:00:00 AM|Callaway|100
9/27/2023 12:00:00 AM|Calvert Cliffs 1|100
9/27/2023 12:00:00 AM|Calvert Cliffs 2|100
9/27/2023 12:00:00 AM|Catawba 1|100
9/27/2023 12:00:00 AM|Catawba 2|100
9/27/2023 12:00:00 AM|Clinton|0
9/27/2023 12:00:00 AM|Columbia Generating Station|100
9/27/2023 12:00:00 AM|Comanche Peak 1|100
9/27/2023 12:00:00 AM|Comanche Peak 2|100
9/27/2023 12:00:00 AM|Cooper|100
9/27/2023 12:00:00 AM|D.C. Cook 1|100
9/27/2023 12:00:00 AM|D.C. Cook 2|100
9/27/2023 12:00:00 AM|Davis-Besse|100
9/27/2023 12:00:00 AM|Diablo Canyon 1|89
9/27/2023 12:00:00 AM|Diablo Canyon 2|100
9/27/2023 12:00:00 AM|Dresden 2|92
9/27/2023 12:00:00 AM|Dresden 3|100
9/27/2023 12:00:00 AM|Farley 1|100
9/27/2023 12:00:00 AM|Farley 2|98
9/27/2023 12:00:00 AM|Fermi 2|100
9/27/2023 12:00:00 AM|FitzPatrick|100
9/27/2023 12:00:00 AM|Ginna|100
9/27/2023 12:00:00 AM|Grand Gulf 1|100
9/27/2023 12:00:00 AM|Harris 1|100
9/27/2023 12:00:00 AM|Hatch 1|100
9/27/2023 12:00:00 AM|Hatch 2|100
9/27/2023 12:00:00 AM|Hope Creek 1|100
9/27/2023 12:00:00 AM|LaSalle 1|100
9/27/2023 12:00:00 AM|LaSalle 2|100
9/27/2023 12:00:00 AM|Limerick 1|100
9/27/2023 12:00:00 AM|Limerick 2|100
9/27/2023 12:00:00 AM|McGuire 1|0
9/27/2023 12:00:00 AM|McGuire 2|100
9/27/2023 12:00:00 AM|Millstone 2|69
9/27/2023 12:00:00 AM|Millstone 3|100
9/27/2023 12:00:00 AM|Monticello|75
9/27/2023 12:00:00 AM|Nine Mile Point 1|100
9/27/2023 12:00:00 AM|Nine Mile Point 2|100
9/27/2023 12:00:00 AM|North Anna 1|55
9/27/2023 12:00:00 AM|North Anna 2|0
9/27/2023 12:00:00 AM|Oconee 1|100
9/27/2023 12:00:00 AM|Oconee 2|100
9/27/2023 12:00:00 AM|Oconee 3|100
9/27/2023 12:00:00 AM|Palo Verde 1|99
9/27/2023 12:00:00 AM|Palo Verde 2|100
9/27/2023 12:00:00 AM|Palo Verde 3|100
9/27/2023 12:00:00 AM|Peach Bottom 2|100
9/27/2023 12:00:00 AM|Peach Bottom 3|83
9/27/2023 12:00:00 AM|Perry 1|100
9/27/2023 12:00:00 AM|Point Beach 1|95
9/27/2023 12:00:00 AM|Point Beach 2|100
9/27/2023 12:00:00 AM|Prairie Island 1|100
9/27/2023 12:00:00 AM|Prairie Island 2|94
9/27/2023 12:00:00 AM|Quad Cities 1|100
9/27/2023 12:00:00 AM|Quad Cities 2|100
9/27/2023 12:00:00 AM|River Bend Station 1|100
9/27/2023 12:00:00 AM|Robinson 2|100
9/27/2023 12:00:00 AM|Saint Lucie 1|100
9/27/2023 12:00:00 AM|Saint Lucie 2|100
9/27/2023 12:00:00 AM|Salem 1|86
9/27/2023 12:00:00 AM|Salem 2|100
9/27/2023 12:00:00 AM|Seabrook 1|100
9/27/2023 12:00:00 AM|Sequoyah 1|100
9/27/2023 12:00:00 AM|Sequoyah 2|100
9/27/2023 12:00:00 AM|South Texas 1|100
9/27/2023 12:00:00 AM|South Texas 2|100
9/27/2023 12:00:00 AM|Summer|100
9/27/2023 12:00:00 AM|Surry 1|100
9/27/2023 12:00:00 AM|Surry 2|100
9/27/2023 12:00:00 AM|Susquehanna 1|100
9/27/2023 12:00:00 AM|Susquehanna 2|100
9/27/2023 12:00:00 AM|Turkey Point 3|100
9/27/2023 12:00:00 AM|Turkey Point 4|95
9/27/2023 12:00:00 AM|Vogtle 1|100
9/27/2023 12:00:00 AM|Vogtle 2|0
9/27/2023 12:00:00 AM|Vogtle 3|100
9/27/2023 12:00:00 AM|Vogtle 4|0
9/27/2023 12:00:00 AM|Waterford 3|100
9/27/2023 12:00:00 AM|Watts Bar 1|100
9/27/2023 12:00:00 AM|Watts Bar 2|100
9/27/2023 12:00:00 AM|Wolf Creek 1|100
9/26/2023 12:00:00 AM|Arkansas Nuclear 1|100
9/26/2023 12:00:00 AM|Arkansas Nuclear 2|100
9/26/2023 12:00:00 AM|Beaver Valley 1|100
9/26/2023 12:00:00 AM|Beaver Valley 2|100
9/26/2023 12:00:00 AM|Braidwood 1|100
9/26/2023 12:00:00 AM|Braidwood 2|100
9/26/2023 12:00:00 AM|Browns Ferry 1|100
9/26/2023 12:00:00 AM|Browns Ferry 2|100
9/26/2023 12:00:00 AM|Browns Ferry 3|100
9/26/2023 12:00:00 AM|Brunswick 1|100
9/26/2023 12:00:00 AM|Brunswick 2|100
9/26/2023 12:00:00 AM|Byron 1|100
9/26/2023 12:00:00 AM|Byron 2|98
9/26/2023 12:00:00 AM|Callaway|96
9/26/2023 12:00:00 AM|Calvert Cliffs 1|100
9/26/2023 12:00:00 AM|Calvert Cliffs 2|100
9/26/2023 12:00:00 AM|Catawba 1|100
9/26/2023 12:00:00 AM|Catawba 2|100
9/26/2023 12:00:00 AM|Clinton|0
9/26/2023 12:00:00 AM|Columbia Generating Station|100
9/26/2023 12:00:00 AM|Comanche Peak 1|100
9/26/2023 12:00:00 AM|Comanche Peak 2|100
9/26/2023 12:00:00 AM|Cooper|100
9/26/2023 12:00:00 AM|D.C. Cook 1|100
9/26/2023 12:00:00 AM|D.C. Cook 2|100
9/26/2023 12:00:00 AM|Davis-Besse|100
9/26/2023 12:00:00 AM|Diablo Canyon 1|90
9/26/2023 12:00:00 AM|Diablo Canyon 2|100
9/26/2023 12:00:00 AM|Dresden 2|92
9/26/2023 12:00:00 AM|Dresden 3|100
9/26/2023 12:00:00 AM|Farley 1|100
9/26/2023 12:00:00 AM|Farley 2|98
9/26/2023 12:00:00 AM|Fermi 2|100
9/26/2023 12:00:00 AM|FitzPatrick|100
9/26/2023 12:00:00 AM|Ginna|100
9/26/2023 12:00:00 AM|Grand Gulf 1|100
9/26/2023 12:00:00 AM|Harris 1|100
9/26/2023 12:00:00 AM|Hatch 1|100
9/26/2023 12:00:00 AM|Hatch 2|100
9/26/2023 12:00:00 AM|Hope Creek 1|100
9/26/2023 12:00:00 AM|LaSalle 1|100
9/26/2023 12:00:00 AM|LaSalle 2|100
9/26/2023 12:00:00 AM|Limerick 1|100
9/26/2023 12:00:00 AM|Limerick 2|100
9/26/2023 12:00:00 AM|McGuire 1|0
9/26/2023 12:00:00 AM|McGuire 2|100
9/26/2023 12:00:00 AM|Millstone 2|69
9/26/2023 12:00:00 AM|Millstone 3|100
9/26/2023 12:00:00 AM|Monticello|80
9/26/2023 12:00:00 AM|Nine Mile Point 1|100
9/26/2023 12:00:00 AM|Nine Mile Point 2|100
9/26/2023 12:00:00 AM|North Anna 1|0
9/26/2023 12:00:00 AM|North Anna 2|0
9/26/2023 12:00:00 AM|Oconee 1|100
9/26/2023 12:00:00 AM|Oconee 2|100
9/26/2023 12:00:00 AM|Oconee 3|100
9/26/2023 12:00:00 AM|Palo Verde 1|100
9/26/2023 12:00:00 AM|Palo Verde 2|100
9/26/2023 12:00:00 AM|Palo Verde 3|100
9/26/2023 12:00:00 AM|Peach Bottom 2|100
9/26/2023 12:00:00 AM|Peach Bottom 3|84
9/26/2023 12:00:00 AM|Perry 1|100
9/26/2023 12:00:00 AM|Point Beach 1|96
9/26/2023 12:00:00 AM|Point Beach 2|100
9/26/2023 12:00:00 AM|Prairie Island 1|100
9/26/2023 12:00:00 AM|Prairie Island 2|95
9/26/2023 12:00:00 AM|Quad Cities 1|100
9/26/2023 12:00:00 AM|Quad Cities 2|100
9/26/2023 12:00:00 AM|River Bend Station 1|100
9/26/2023 12:00:00 AM|Robinson 2|98
9/26/2023 12:00:00 AM|Saint Lucie 1|100
9/26/2023 12:00:00 AM|Saint Lucie 2|100
9/26/2023 12:00:00 AM|Salem 1|86
9/26/2023 12:00:00 AM|Salem 2|100
9/26/2023 12:00:00 AM|Seabrook 1|100
9/26/2023 12:00:00 AM|Sequoyah 1|100
9/26/2023 12:00:00 AM|Sequoyah 2|100
9/26/2023 12:00:00 AM|South Texas 1|100
9/26/2023 12:00:00 AM|South Texas 2|100
9/26/2023 12:00:00 AM|Summer|100
9/26/2023 12:00:00 AM|Surry 1|100
9/26/2023 12:00:00 AM|Surry 2|100
9/26/2023 12:00:00 AM|Susquehanna 1|100
9/26/2023 12:00:00 AM|Susquehanna 2|100
9/26/2023 12:00:00 AM|Turkey Point 3|100
9/26/2023 12:00:00 AM|Turkey Point 4|95
9/26/2023 12:00:00 AM|Vogtle 1|100
9/26/2023 12:00:00 AM|Vogtle 2|0
9/26/2023 12:00:00 AM|Vogtle 3|100
9/26/2023 12:00:00 AM|Vogtle 4|0
9/26/2023 12:00:00 AM|Waterford 3|100
9/26/2023 12:00:00 AM|Watts Bar 1|100
9/26/2023 12:00:00 AM|Watts Bar 2|100
9/26/2023 12:00:00 AM|Wolf Creek 1|100
9/25/2023 12:00:00 AM|Arkansas Nuclear 1|100
9/25/2023 12:00:00 AM|Arkansas Nuclear 2|100
9/25/2023 12:00:00 AM|Beaver Valley 1|100
9/25/2023 12:00:00 AM|Beaver Valley 2|100
9/25/2023 12:00:00 AM|Braidwood 1|100
9/25/2023 12:00:00 AM|Braidwood 2|100
9/25/2023 12:00:00 AM|Browns Ferry 1|100
9/25/2023 12:00:00 AM|Browns Ferry 2|100
9/25/2023 12:00:00 AM|Browns Ferry 3|100
9/25/2023 12:00:00 AM|Brunswick 1|98
9/25/2023 12:00:00 AM|Brunswick 2|100
9/25/2023 12:00:00 AM|Byron 1|100
9/25/2023 12:00:00 AM|Byron 2|98
9/25/2023 12:00:00 AM|Callaway|100
9/25/2023 12:00:00 AM|Calvert Cliffs 1|100
9/25/2023 12:00:00 AM|Calvert Cliffs 2|100
9/25/2023 12:00:00 AM|Catawba 1|100
9/25/2023 12:00:00 AM|Catawba 2|100
9/25/2023 12:00:00 AM|Clinton|0
9/25/2023 12:00:00 AM|Columbia Generating Station|100
9/25/2023 12:00:00 AM|Comanche Peak 1|100
9/25/2023 12:00:00 AM|Comanche Peak 2|100
9/25/2023 12:00:00 AM|Cooper|100
9/25/2023 12:00:00 AM|D.C. Cook 1|100
9/25/2023 12:00:00 AM|D.C. Cook 2|100
9/25/2023 12:00:00 AM|Davis-Besse|100
9/25/2023 12:00:00 AM|Diablo Canyon 1|91
9/25/2023 12:00:00 AM|Diablo Canyon 2|100
9/25/2023 12:00:00 AM|Dresden 2|93
9/25/2023 12:00:00 AM|Dresden 3|100
9/25/2023 12:00:00 AM|Farley 1|100
9/25/2023 12:00:00 AM|Farley 2|100
9/25/2023 12:00:00 AM|Fermi 2|100
9/25/2023 12:00:00 AM|FitzPatrick|100
9/25/2023 12:00:00 AM|Ginna|100
9/25/2023 12:00:00 AM|Grand Gulf 1|100
9/25/2023 12:00:00 AM|Harris 1|100
9/25/2023 12:00:00 AM|Hatch 1|100
9/25/2023 12:00:00 AM|Hatch 2|100
9/25/2023 12:00:00 AM|Hope Creek 1|100
9/25/2023 12:00:00 AM|LaSalle 1|100
9/25/2023 12:00:00 AM|LaSalle 2|100
9/25/2023 12:00:00 AM|Limerick 1|100
9/25/2023 12:00:00 AM|Limerick 2|100
9/25/2023 12:00:00 AM|McGuire 1|0
9/25/2023 12:00:00 AM|McGuire 2|100
9/25/2023 12:00:00 AM|Millstone 2|68
9/25/2023 12:00:00 AM|Millstone 3|100
9/25/2023 12:00:00 AM|Monticello|100
9/25/2023 12:00:00 AM|Nine Mile Point 1|100
9/25/2023 12:00:00 AM|Nine Mile Point 2|97
9/25/2023 12:00:00 AM|North Anna 1|0
9/25/2023 12:00:00 AM|North Anna 2|0
9/25/2023 12:00:00 AM|Oconee 1|100
9/25/2023 12:00:00 AM|Oconee 2|100
9/25/2023 12:00:00 AM|Oconee 3|100
9/25/2023 12:00:00 AM|Palo Verde 1|100
9/25/2023 12:00:00 AM|Palo Verde 2|100
9/25/2023 12:00:00 AM|Palo Verde 3|100
9/25/2023 12:00:00 AM|Peach Bottom 2|100
9/25/2023 12:00:00 AM|Peach Bottom 3|84
9/25/2023 12:00:00 AM|Perry 1|100
9/25/2023 12:00:00 AM|Point Beach 1|96
9/25/2023 12:00:00 AM|Point Beach 2|100
9/25/2023 12:00:00 AM|Prairie Island 1|100
9/25/2023 12:00:00 AM|Prairie Island 2|96
9/25/2023 12:00:00 AM|Quad Cities 1|100
9/25/2023 12:00:00 AM|Quad Cities 2|100
9/25/2023 12:00:00 AM|River Bend Station 1|100
9/25/2023 12:00:00 AM|Robinson 2|98
9/25/2023 12:00:00 AM|Saint Lucie 1|100
9/25/2023 12:00:00 AM|Saint Lucie 2|100
9/25/2023 12:00:00 AM|Salem 1|87
9/25/2023 12:00:00 AM|Salem 2|100
9/25/2023 12:00:00 AM|Seabrook 1|100
9/25/2023 12:00:00 AM|Sequoyah 1|100
9/25/2023 12:00:00 AM|Sequoyah 2|100
9/25/2023 12:00:00 AM|South Texas 1|100
9/25/2023 12:00:00 AM|South Texas 2|100
9/25/2023 12:00:00 AM|Summer|100
9/25/2023 12:00:00 AM|Surry 1|100
9/25/2023 12:00:00 AM|Surry 2|100
9/25/2023 12:00:00 AM|Susquehanna 1|100
9/25/2023 12:00:00 AM|Susquehanna 2|100
9/25/2023 12:00:00 AM|Turkey Point 3|100
9/25/2023 12:00:00 AM|Turkey Point 4|95
9/25/2023 12:00:00 AM|Vogtle 1|100
9/25/2023 12:00:00 AM|Vogtle 2|0
9/25/2023 12:00:00 AM|Vogtle 3|100
9/25/2023 12:00:00 AM|Vogtle 4|0
9/25/2023 12:00:00 AM|Waterford 3|100
9/25/2023 12:00:00 AM|Watts Bar 1|100
9/25/2023 12:00:00 AM|Watts Bar 2|100
9/25/2023 12:00:00 AM|Wolf Creek 1|100
9/24/2023 12:00:00 AM|Arkansas Nuclear 1|100
9/24/2023 12:00:00 AM|Arkansas Nuclear 2|100
9/24/2023 12:00:00 AM|Beaver Valley 1|100
9/24/2023 12:00:00 AM|Beaver Valley 2|100
9/24/2023 12:00:00 AM|Braidwood 1|100
9/24/2023 12:00:00 AM|Braidwood 2|100
9/24/2023 12:00:00 AM|Browns Ferry 1|100
9/24/2023 12:00:00 AM|Browns Ferry 2|100
9/24/2023 12:00:00 AM|Browns Ferry 3|100
9/24/2023 12:00:00 AM|Brunswick 1|68
9/24/2023 12:00:00 AM|Brunswick 2|100
9/24/2023 12:00:00 AM|Byron 1|100
9/24/2023 12:00:00 AM|Byron 2|98
9/24/2023 12:00:00 AM|Callaway|100
9/24/2023 12:00:00 AM|Calvert Cliffs 1|100
9/24/2023 12:00:00 AM|Calvert Cliffs 2|100
9/24/2023 12:00:00 AM|Catawba 1|100
9/24/2023 12:00:00 AM|Catawba 2|100
9/24/2023 12:00:00 AM|Clinton|0
9/24/2023 12:00:00 AM|Columbia Generating Station|100
9/24/2023 12:00:00 AM|Comanche Peak 1|100
9/24/2023 12:00:00 AM|Comanche Peak 2|100
9/24/2023 12:00:00 AM|Cooper|100
9/24/2023 12:00:00 AM|D.C. Cook 1|100
9/24/2023 12:00:00 AM|D.C. Cook 2|100
9/24/2023 12:00:00 AM|Davis-Besse|100
9/24/2023 12:00:00 AM|Diablo Canyon 1|92
9/24/2023 12:00:00 AM|Diablo Canyon 2|100
9/24/2023 12:00:00 AM|Dresden 2|93
9/24/2023 12:00:00 AM|Dresden 3|100
